district,candidate_1,party_1,votes_1,percent_1,winner_1,incumbent_1,flipped,candidate_2,party_2,votes_2,percent_2,winner_2,incumbent_2,total_votes,margin,house_turnout
VA 08,Beyer,D,274593.0,71.72,True,True,False,Torres,R,94676.0,24.73,False,False,369269.0,-46.989999999999995,70.4879980911477
VA 09,Griffith,R,290645.0,72.62,True,True,False,Baker,D,109570.0,27.38,False,False,400215.0,45.24000000000001,63.7259663229967
VA 10,Subramanyam,D,215131.0,52.28,True,False,False,Clancy,R,196343.0,47.72,False,False,411474.0,-4.560000000000002,80.17028738431563
VA 11,Connolly,D,273529.0,66.99,True,True,False,Van Meter,R,134802.0,33.01,False,False,408331.0,-33.98,77.5925890736342
VT 01,Balint,D,218398.0,62.46,True,True,False,Coester,R,104451.0,29.87,False,False,322849.0,-32.59,62.303209247573285
WA 01,DelBene,D,227213.0,63.16,True,True,False,Brewer,R,132538.0,36.84,False,False,359751.0,-26.319999999999993,71.42664270894345
WA 02,Larsen,D,263750.0,64.03,True,True,False,Hart,R,148167.0,35.97,False,False,411917.0,-28.060000000000002,71.13607515693673
WA 03,Gluesenkamp Perez,D,215177.0,51.95,True,True,False,Kent,R,199054.0,48.05,False,False,414231.0,-3.9000000000000057,71.98571515462216
WA 04,Newhouse,R,153477.0,52.99,True,True,False,Sessler,R,136175.0,47.01,False,False,289652.0,5.980000000000004,60.22810209492124
WA 05,Baumgartner,R,240619.0,60.66,True,False,False,Conroy,D,156074.0,39.34,False,False,396693.0,21.319999999999993,66.59721989054158
WA 06,Randall,D,239687.0,56.82,True,False,False,MacEwen,R,182182.0,43.18,False,False,421869.0,-13.64,69.56483741178022
WA 07,Jayapal,D,352286.0,84.18,True,True,False,Alexander,R,66220.0,15.82,False,False,418506.0,-68.36000000000001,72.31767480840843
WA 08,Schrier,D,224607.0,54.09,True,True,False,Goers,R,190675.0,45.91,False,False,415282.0,-8.180000000000007,77.95429161387207
WA 09,Smith,D,182780.0,66.86,True,True,False,Chaudhry,D,90601.0,33.14,False,False,273381.0,-33.72,54.24710539631514
WA 10,Strickland,D,203732.0,58.67,True,True,False,Hewett,R,143492.0,41.33,False,False,347224.0,-17.340000000000003,61.989895202899326
WI 01,Steil,R,212515.0,54.06,True,True,False,Barca,D,172402.0,43.86,False,False,384917.0,10.200000000000003,70.22046683875911
WI 02,Pocan,D,320317.0,70.14,True,True,False,Olsen,R,136357.0,29.86,False,False,456674.0,-40.28,81.60576115509015
WI 03,Van Orden,R,212064.0,51.36,True,True,False,Cooke,D,200808.0,48.64,False,False,412872.0,2.719999999999999,71.8419335473599
WI 04,Moore,D,249938.0,74.91,True,True,False,Rogers,R,74921.0,22.45,False,False,324859.0,-52.459999999999994,63.92660008855218
WI 05,Fitzgerald,R,300521.0,64.47,True,True,False,Steinhoff,D,165653.0,35.53,False,False,466174.0,28.939999999999998,81.48897862149737
WI 06,Grothman,R,251889.0,61.3,True,True,False,Zarbano,D,159042.0,38.7,False,False,410931.0,22.599999999999994,71.81785611297046
WI 07,Tiffany,R,273553.0,63.61,True,True,False,Kilbourn,D,156524.0,36.39,False,False,430077.0,27.22,74.48768575288372
WI 08,Wied,R,240040.0,57.33,True,False,False,Lyerly,D,178666.0,42.67,False,False,418706.0,14.659999999999997,74.56918967052538
WV 01,Miller,R,228491.0,66.39,True,True,False,Reed,D,90038.0,26.16,False,False,318529.0,40.230000000000004,45.49374428702011
WV 02,Moore,R,268190.0,70.77,True,False,False,Wendelin,D,110775.0,29.23,False,False,378965.0,41.53999999999999,53.219067948348865
WY 01,Hageman,R,184680.0,71.02,True,True,False,Cameron,D,60778.0,23.37,False,False,245458.0,47.64999999999999,56.24610449129239
