GEO_ID,NAME,S1501_C01_001E,S1501_C01_002E,S1501_C01_003E,S1501_C01_004E,S1501_C01_005E,S1501_C01_006E,S1501_C01_007E,S1501_C01_008E,S1501_C01_009E,S1501_C01_010E,S1501_C01_011E,S1501_C01_012E,S1501_C01_013E,S1501_C01_014E,S1501_C01_015E,S1501_C01_016E,S1501_C01_017E,S1501_C01_018E,S1501_C01_019E,S1501_C01_020E,S1501_C01_021E,S1501_C01_022E,S1501_C01_023E,S1501_C01_024E,S1501_C01_025E,S1501_C01_026E,S1501_C01_027E,college_educated
Geography,Geographic Area Name,Population 18 to 24 years,Population 18 to 24 years!!Less than high school graduate,Population 18 to 24 years!!High school graduate (includes equivalency),Population 18 to 24 years!!Some college or associate's degree,Population 18 to 24 years!!Bachelor's degree or higher,Population 25 years and over,Population 25 years and over!!Less than 9th grade,"Population 25 years and over!!9th to 12th grade, no diploma",Population 25 years and over!!High school graduate (includes equivalency),"Population 25 years and over!!Some college, no degree",Population 25 years and over!!Associate's degree,Population 25 years and over!!Bachelor's degree,Population 25 years and over!!Graduate or professional degree,Population 25 years and over!!High school graduate or higher,Population 25 years and over!!Bachelor's degree or higher,Population 25 to 34 years,Population 25 to 34 years!!High school graduate or higher,Population 25 to 34 years!!Bachelor's degree or higher,Population 35 to 44 years,Population 35 to 44 years!!High school graduate or higher,Population 35 to 44 years!!Bachelor's degree or higher,Population 45 to 64 years,Population 45 to 64 years!!High school graduate or higher,Population 45 to 64 years!!Bachelor's degree or higher,Population 65 years and over,Population 65 years and over!!High school graduate or higher,Population 65 years and over!!Bachelor's degree or higher,Total-CollegeEducated
0500000US16029,"Caribou County, Idaho",582,81,177,299,25,4580,118,315,1628,1333,475,446,265,4147,711,729,696,87,918,740,134,1656,1511,349,1277,1200,141,736
0500000US16031,"Cassia County, Idaho",2330,509,1166,587,68,14977,981,1209,4060,4055,1542,2086,1044,12787,3130,3072,2799,802,3196,2801,699,5259,4168,946,3450,3019,683,3198
0500000US16033,"Clark County, Idaho",78,11,14,21,32,474,20,95,143,118,16,65,17,359,82,100,94,29,85,48,22,187,130,21,102,87,10,114
0500000US16035,"Clearwater County, Idaho",466,76,207,166,17,7090,98,532,2539,1933,609,940,439,6460,1379,897,846,134,987,931,225,2662,2459,612,2544,2224,408,1396
0500000US16037,"Custer County, Idaho",229,50,42,81,56,3691,5,231,1063,996,466,787,143,3455,930,185,184,116,362,336,100,1550,1445,256,1594,1490,458,986
0500000US16039,"Elmore County, Idaho",3442,396,1553,1394,99,18474,1184,1011,5616,4471,2275,2919,998,16279,3917,4926,4545,996,3412,2949,754,6016,4923,1111,4120,3862,1056,4016
0500000US16041,"Franklin County, Idaho",1333,203,508,547,75,8829,44,482,3773,2158,476,1342,554,8303,1896,1761,1653,278,1839,1738,585,3150,2899,628,2079,2013,405,1971
0500000US16043,"Fremont County, Idaho",1112,126,453,456,77,9290,356,511,2955,2344,1103,1569,452,8423,2021,1760,1670,341,1729,1468,377,3363,3021,607,2438,2264,696,2098
0500000US16045,"Gem County, Idaho",1460,280,826,320,34,13954,377,1152,4547,3971,798,2417,692,12425,3109,2107,1789,389,2325,2079,443,5010,4434,1291,4512,4123,986,3143
0500000US16047,"Gooding County, Idaho",1348,220,521,590,17,10123,670,1376,3081,2380,890,1119,607,8077,1726,1763,1331,236,1859,1536,324,3641,2748,538,2860,2462,628,1743
0500000US16049,"Idaho County, Idaho",1025,194,544,220,67,12710,279,758,4331,3016,1530,2064,732,11673,2796,1687,1504,366,1661,1553,513,4467,4051,815,4895,4565,1102,2863
0500000US16051,"Jefferson County, Idaho",2912,443,1329,932,208,18730,517,744,5003,4649,2726,3624,1467,17469,5091,3521,3351,1127,4621,4379,1787,6871,6233,1301,3717,3506,876,5299
0500000US16053,"Jerome County, Idaho",2122,479,823,712,108,15232,2191,1861,4137,3399,1609,1377,658,11180,2035,3171,2415,458,3261,2125,463,5497,3899,611,3303,2741,503,2143
0500000US16055,"Kootenai County, Idaho",12885,2119,5105,4980,681,124748,1975,5054,33149,34425,14268,23688,12189,117719,35877,22281,21391,5354,23174,21831,7338,44290,41517,12250,35003,32980,10935,36558
0500000US16057,"Latah County, Idaho",9024,160,1727,6164,973,23666,251,473,5084,5139,2093,6424,4202,22942,10626,5670,5569,2742,4420,4250,2133,7742,7482,3212,5834,5641,2539,11599
0500000US16059,"Lemhi County, Idaho",637,28,429,180,0,6034,54,388,1944,1545,720,857,526,5592,1383,444,383,78,969,857,325,2136,1983,415,2485,2369,565,1383
0500000US16061,"Lewis County, Idaho",190,30,75,61,24,2657,80,165,850,733,298,386,145,2412,531,301,259,56,412,358,101,930,838,151,1014,957,223,555
0500000US16063,"Lincoln County, Idaho",402,61,172,137,32,3501,324,288,1287,737,458,244,163,2889,407,756,638,89,680,579,86,1248,990,158,817,682,74,439
0500000US16065,"Madison County, Idaho",24539,1072,8078,14804,585,18038,177,358,2703,5030,2497,5121,2152,17503,7273,7328,7104,2564,3018,2943,1506,4843,4714,2217,2849,2742,986,7858
0500000US16067,"Minidoka County, Idaho",1895,394,1025,423,53,13620,1219,1223,4723,2942,1220,1326,967,11178,2293,2767,2492,317,2741,2143,490,4669,3613,918,3443,2930,568,2346
0500000US16069,"Nez Perce County, Idaho",3654,470,1234,1751,199,29730,708,1394,8538,7697,3438,5372,2583,27628,7955,5106,4801,1369,5138,4629,1645,10753,10172,3096,8733,8026,1845,8154
0500000US16071,"Oneida County, Idaho",398,51,179,144,24,3033,25,150,1085,712,267,539,255,2858,794,394,376,165,605,592,250,1123,1051,209,911,839,170,818
0500000US16073,"Owyhee County, Idaho",999,196,601,181,21,8217,1121,709,3103,1682,478,766,358,6387,1124,1519,1134,207,1460,1230,179,2891,2226,280,2347,1797,458,1145
0500000US16075,"Payette County, Idaho",1932,285,1117,455,75,17539,810,1524,5795,4231,1736,2414,1029,15205,3443,3216,2661,407,3020,2697,969,6255,5320,1334,5048,4527,733,3518
0500000US16077,"Power County, Idaho",575,47,411,111,6,5008,298,302,1702,1595,276,604,231,4408,835,1057,981,162,938,774,189,1758,1503,179,1255,1150,305,841
0500000US16079,"Shoshone County, Idaho",933,157,642,112,22,9827,201,903,3834,2786,970,728,405,8723,1133,1533,1304,159,1492,1426,178,3710,3359,377,3092,2634,419,1155
0500000US16081,"Teton County, Idaho",818,110,419,252,37,8480,364,264,1397,1724,639,2900,1192,7852,4092,1478,1332,534,2063,1912,1097,3308,3037,1657,1631,1571,804,4129
0500000US16083,"Twin Falls County, Idaho",7976,1291,3656,2764,265,59538,2806,3950,17201,15194,6691,8289,5407,52782,13696,12229,10832,2478,12060,11150,3239,20114,17572,4196,15135,13228,3783,13961
0500000US16085,"Valley County, Idaho",464,10,179,88,187,9441,186,665,2125,2404,723,2397,941,8590,3338,1217,958,431,1764,1678,691,3240,2911,956,3220,3043,1260,3525
0500000US16087,"Washington County, Idaho",802,69,458,267,8,7622,424,435,2308,2097,907,962,489,6763,1451,1001,932,153,1238,1083,217,2593,2346,532,2790,2402,549,1459
0500000US17001,"Adams County, Illinois",5205,393,1948,1962,902,45168,722,2236,15753,9909,4372,8163,4013,42210,12176,7741,7309,2353,7793,7285,2607,16562,15499,4642,13072,12117,2574,13078
0500000US17003,"Alexander County, Illinois",390,106,132,152,0,3560,133,342,1456,899,283,259,188,3085,447,375,337,48,620,536,87,1344,1196,92,1221,1016,220,447
0500000US17005,"Bond County, Illinois",2186,353,580,1147,106,11412,264,956,3663,3083,1022,1400,1024,10192,2424,1940,1680,252,2217,1975,453,4211,3734,1026,3044,2803,693,2530
0500000US17007,"Boone County, Illinois",5001,692,1669,2031,609,35429,2313,2787,10764,8404,2929,5104,3128,30329,8232,5859,5076,1584,6470,5582,1837,14381,12123,3309,8719,7548,1502,8841
0500000US17009,"Brown County, Illinois",490,106,214,149,21,4728,177,787,1905,781,365,552,161,3764,713,932,746,187,1017,729,186,1755,1401,170,1024,888,170,734
0500000US17011,"Bureau County, Illinois",2555,388,1042,841,284,23550,685,1443,8165,5739,2474,3375,1669,21422,5044,3549,3243,936,3778,3462,907,8735,7988,1802,7488,6729,1399,5328
0500000US17013,"Calhoun County, Illinois",374,31,105,215,23,3135,41,166,1044,630,678,415,161,2928,576,293,284,124,475,475,86,1281,1203,224,1086,966,142,599
0500000US17015,"Carroll County, Illinois",1296,115,581,425,175,11498,487,928,4115,2730,1150,1536,552,10083,2088,1780,1512,262,1939,1509,369,4030,3682,814,3749,3380,643,2263
0500000US17017,"Cass County, Illinois",995,214,476,273,32,8690,608,544,3685,1538,579,1306,430,7538,1736,1673,1461,407,1610,1404,430,3025,2608,423,2382,2065,476,1768
0500000US17019,"Champaign County, Illinois",45845,1596,8783,27426,8040,120523,2101,3760,26928,21276,10346,25336,30776,114662,56112,28119,27099,14724,23961,23020,11743,40378,37802,18199,28065,26741,11446,64152
0500000US17021,"Christian County, Illinois",2567,296,930,956,385,24383,571,1645,10753,4738,2641,2799,1236,22167,4035,4082,3838,661,4359,3817,920,9311,8490,1593,6631,6022,861,4420
0500000US17023,"Clark County, Illinois",1115,114,510,367,124,10790,227,632,3805,1950,1557,1546,1073,9931,2619,1733,1587,616,1824,1737,501,4215,3938,904,3018,2669,598,2743
0500000US17025,"Clay County, Illinois",921,197,228,482,14,9218,436,697,3374,1702,1573,924,512,8085,1436,1543,1403,326,1562,1360,251,3375,3107,511,2738,2215,348,1450
0500000US17027,"Clinton County, Illinois",2552,383,706,1093,370,26381,804,1297,8466,5117,4248,4486,1963,24280,6449,4636,4351,1411,4928,4458,1346,10125,9564,2494,6692,5907,1198,6819
0500000US17029,"Coles County, Illinois",7867,572,2203,4242,850,30301,741,1836,9308,6554,3637,5034,3191,27724,8225,5680,5270,2065,5205,4712,1588,10972,9966,2605,8444,7776,1967,9075
0500000US17031,"Cook County, Illinois",443761,48835,137864,168846,88216,3631086,224522,198918,805456,635142,243855,884983,638210,3207646,1523193,821669,776608,438750,721506,650416,348073,1281604,1107597,477830,806307,673025,258540,1611409
0500000US17033,"Crawford County, Illinois",1275,115,537,498,125,13557,523,1081,3988,2894,2273,1939,859,11953,2798,2323,1970,464,2618,2201,712,4991,4510,903,3625,3272,719,2923
0500000US17035,"Cumberland County, Illinois",662,61,217,330,54,7241,136,308,2798,1452,1200,922,425,6797,1347,1149,1094,228,1239,1212,358,2745,2587,374,2108,1904,387,1401
0500000US17037,"DeKalb County, Illinois",18291,1630,4588,9367,2706,60315,2071,2539,15602,14428,5970,12069,7636,55705,19705,13218,12657,5035,11962,11111,4239,21439,19531,6758,13696,12406,3673,22411
0500000US17039,"De Witt County, Illinois",1099,117,489,340,153,11039,290,510,4417,2641,822,1607,752,10239,2359,1676,1543,419,1871,1774,501,4395,4027,814,3097,2895,625,2512
0500000US17041,"Douglas County, Illinois",1586,456,455,620,55,13264,1308,540,4377,2642,1718,1847,832,11416,2679,2444,2083,496,2460,2085,448,4717,4039,1115,3643,3209,620,2734
0500000US17043,"DuPage County, Illinois",76913,7090,22716,31660,15447,642776,22898,20874,116324,105448,46544,195975,134713,599004,330688,114213,109547,64775,125786,117541,73422,246642,228758,126547,156135,143158,65944,346135
0500000US17045,"Edgar County, Illinois",1090,76,456,349,209,12266,328,889,5092,2376,1110,1850,621,11049,2471,1753,1694,509,1982,1786,360,4546,3999,806,3985,3570,796,2680
0500000US17047,"Edwards County, Illinois",421,92,185,129,15,4318,73,278,1564,990,812,385,216,3967,601,595,541,94,707,672,160,1661,1542,224,1355,1212,123,616
0500000US17049,"Effingham County, Illinois",2442,351,958,849,284,23715,702,920,7501,4906,3520,4232,1934,22093,6166,4473,4204,1638,4137,3857,1356,8774,8157,2055,6331,5875,1117,6450
0500000US17051,"Fayette County, Illinois",1888,323,780,727,58,15113,612,1306,6125,2827,1732,1758,753,13195,2511,2754,2304,398,2578,2267,557,5672,4980,969,4109,3644,587,2569
0500000US17053,"Ford County, Illinois",980,165,518,245,52,9296,240,513,3355,2300,1081,1158,649,8543,1807,1467,1391,338,1658,1612,434,3587,3219,659,2584,2321,376,1859
0500000US17055,"Franklin County, Illinois",2675,602,944,864,265,26543,735,2128,8584,7193,3358,3117,1428,23680,4545,4255,3731,736,4365,3946,833,10124,9203,1674,7799,6800,1302,4810
0500000US17057,"Fulton County, Illinois",2406,563,794,919,130,24287,366,1845,9148,5685,2959,2928,1356,22076,4284,4079,3564,564,4194,3722,1083,9003,8498,1550,7011,6292,1087,4414
0500000US17059,"Gallatin County, Illinois",302,53,173,72,4,3593,180,309,1267,842,445,345,205,3104,550,469,444,89,566,504,77,1312,1081,215,1246,1075,169,554
0500000US17061,"Greene County, Illinois",859,118,402,286,53,8444,156,654,3722,1644,889,945,434,7634,1379,1324,1245,237,1346,1178,209,3364,2985,526,2410,2226,407,1432
0500000US17063,"Grundy County, Illinois",4630,322,2066,1904,338,35218,697,1348,11963,9063,3616,5742,2789,33173,8531,6266,6117,1764,7220,6854,2066,14005,13161,3282,7727,7041,1419,8869
0500000US17065,"Hamilton County, Illinois",530,53,199,261,17,5630,251,367,1797,1275,899,645,396,5012,1041,863,791,197,958,862,207,2042,1895,339,1767,1464,298,1058
0500000US17067,"Hancock County, Illinois",1173,212,365,528,68,12581,202,550,4251,2955,1580,2155,888,11829,3043,1751,1691,699,1915,1818,548,4748,4522,940,4167,3798,856,3111
0500000US17069,"Hardin County, Illinois",149,7,92,50,0,2980,107,237,1214,703,356,207,156,2636,363,343,294,64,391,373,85,1094,1008,62,1152,961,152,363
0500000US17071,"Henderson County, Illinois",371,41,189,92,49,4725,101,274,2053,942,446,678,231,4350,909,575,550,144,671,598,193,1801,1654,303,1678,1548,269,958
0500000US17073,"Henry County, Illinois",3309,328,1499,1132,350,34846,951,1811,11749,7697,4156,5790,2692,32084,8482,5299,4917,1609,6156,5857,2169,13027,11793,2725,10364,9517,1979,8832
0500000US17075,"Iroquois County, Illinois",2045,349,1068,541,87,18899,644,1408,7527,4257,1901,2241,921,16847,3162,2657,2421,493,3102,2796,633,7201,6409,1126,5939,5221,910,3249
0500000US17077,"Jackson County, Illinois",10895,440,2419,5767,2269,31804,817,1704,7280,8044,2811,5798,5350,29283,11148,6948,6464,2558,5440,4898,1996,10839,10251,3482,8577,7670,3112,13417
0500000US17079,"Jasper County, Illinois",672,45,238,310,79,6491,136,314,2233,1210,1263,910,425,6041,1335,939,897,319,1069,995,338,2591,2469,404,1892,1680,274,1414
0500000US17081,"Jefferson County, Illinois",2703,510,1213,875,105,25842,618,1610,8453,6975,3438,2996,1752,23614,4748,4453,4041,696,4607,4155,881,9521,8796,1860,7261,6622,1311,4853
0500000US17083,"Jersey County, Illinois",2105,126,641,1121,217,14975,286,656,5602,3446,1914,2023,1048,14033,3071,2254,2211,590,2509,2410,750,5923,5498,1097,4289,3914,634,3288
0500000US17085,"Jo Daviess County, Illinois",1285,126,459,557,143,16571,422,666,5238,3573,1906,3167,1599,15483,4766,1975,1858,638,2266,2138,734,5945,5689,1562,6385,5798,1832,4909
0500000US17087,"Johnson County, Illinois",1286,356,474,418,38,9690,261,1102,3167,2299,1038,1187,636,8327,1823,1747,1373,137,1688,1448,317,3530,3066,768,2725,2440,601,1861
0500000US17089,"Kane County, Illinois",46394,5632,17115,17424,6223,343837,24102,20579,78150,66975,25164,82943,45924,299156,128867,61341,56272,23952,68488,58230,28349,136630,116991,50726,77378,67663,25840,135090
0500000US17091,"Kankakee County, Illinois",10458,973,4556,4302,627,71806,2613,3878,25708,17761,7210,8936,5700,65315,14636,13302,12351,3261,12851,12050,2741,27008,24515,5329,18645,16399,3305,15263
0500000US17093,"Kendall County, Illinois",11155,936,4056,4505,1658,86748,2256,3289,20404,19814,9370,20327,11288,81203,31615,16878,16093,7121,21790,20768,9055,33163,30714,12041,14917,13628,3398,33273
0500000US17095,"Knox County, Illinois",4811,494,1510,2600,207,34534,1091,2598,12055,7275,4506,4527,2482,30845,7009,5451,4678,1233,5756,5058,1544,12409,11346,2294,10918,9763,1938,7216
0500000US17097,"Lake County, Illinois",72327,8625,27768,25840,10094,471460,23590,20787,92684,82933,30097,129372,91997,427083,221369,80228,75063,33253,91348,81781,46940,191060,171590,93457,108824,98649,47719,231463
0500000US17099,"LaSalle County, Illinois",8559,1254,3915,2654,736,77256,2009,4653,27783,19351,8977,9877,4606,70594,14483,13210,12084,2850,13591,12309,3151,29247,26908,5295,21208,19293,3187,15219
0500000US17101,"Lawrence County, Illinois",1235,356,539,311,29,11050,393,1250,3868,2393,1533,972,641,9407,1613,2221,1810,201,2181,1804,359,3892,3264,477,2756,2529,576,1642
0500000US17103,"Lee County, Illinois",2256,375,893,798,190,25024,573,1808,9321,6155,2324,3089,1754,22643,4843,4516,4155,905,4296,3957,933,9159,8191,1846,7053,6340,1159,5033
0500000US17105,"Livingston County, Illinois",2624,526,1191,767,140,25169,713,1732,10160,5657,2258,3168,1481,22724,4649,4339,3771,930,4550,4004,842,9165,8482,1737,7115,6467,1140,4789
0500000US17107,"Logan County, Illinois",2829,265,1323,935,306,19594,365,1301,7911,4540,1584,2638,1255,17928,3893,3525,3101,750,3601,3295,872,7151,6505,1341,5317,5027,930,4199
0500000US17109,"McDonough County, Illinois",5528,441,1065,3424,598,16721,333,625,5474,3264,1707,2789,2529,15763,5318,3138,3066,1199,2796,2672,1060,5553,5241,1573,5234,4784,1486,5916
0500000US17111,"McHenry County, Illinois",25321,2780,9299,9354,3888,214389,5762,7703,57623,47865,19990,49937,25509,200924,75446,35946,34536,12851,40634,38038,16571,88277,82669,32439,49532,45681,13585,79334
0500000US17113,"McLean County, Illinois",28511,1294,7323,16584,3310,105692,1351,3085,24078,19037,8599,33000,16542,101256,49542,21772,21237,11006,21150,20439,10892,38485,36645,18237,24285,22935,9407,52852
0500000US17115,"Macon County, Illinois",8630,1362,3107,3376,785,70727,1263,3653,26551,15970,6226,11341,5723,65811,17064,12226,11637,3450,11813,11075,3778,25603,23712,5325,21085,19387,4511,17849
0500000US17117,"Macoupin County, Illinois",3368,366,1345,1199,458,31954,680,2250,12754,6566,3704,4208,1792,29024,6000,4818,4569,1016,5392,4996,1500,12330,11133,2063,9414,8326,1421,6458
0500000US17119,"Madison County, Illinois",23162,2836,7171,10649,2506,184485,2840,8783,52249,43454,20367,36142,20650,172862,56792,34028,32148,11909,33696,31846,13803,69160,64986,19395,47601,43882,11685,59298
0500000US17121,"Marion County, Illinois",2652,356,1062,1124,110,25842,595,1901,9332,6489,3057,3056,1412,23346,4468,4444,4111,882,4477,3807,830,9523,8794,1654,7398,6634,1102,4578
0500000US17123,"Marshall County, Illinois",737,113,356,231,37,8499,143,621,3179,1941,1024,1108,483,7735,1591,1278,1136,237,1285,1152,276,3174,2981,606,2762,2466,472,1628
0500000US17125,"Mason County, Illinois",885,179,324,324,58,9344,234,506,3558,2232,1219,1155,440,8604,1595,1385,1274,390,1438,1295,187,3558,3372,570,2963,2663,448,1653
0500000US17127,"Massac County, Illinois",905,194,230,469,12,10097,467,618,3459,2553,1357,1147,496,9012,1643,1338,1261,120,1783,1551,361,3988,3542,660,2988,2658,502,1655
0500000US17129,"Menard County, Illinois",877,99,363,288,127,8605,113,389,2881,1966,979,1375,902,8103,2277,1277,1216,544,1517,1485,498,3354,3081,695,2457,2321,540,2404
0500000US17131,"Mercer County, Illinois",1174,237,511,410,16,11152,199,547,4483,2539,1273,1408,703,10406,2111,1608,1575,343,1882,1747,509,4310,3929,716,3352,3155,543,2127
0500000US17133,"Monroe County, Illinois",2344,289,863,986,206,24896,183,869,6032,5632,2662,6033,3485,23844,9518,3783,3592,1762,4740,4670,2501,9785,9593,3679,6588,5989,1576,9724
0500000US17135,"Montgomery County, Illinois",1998,381,893,552,172,20431,492,1561,8412,4443,1804,2402,1317,18378,3719,3451,3054,741,3640,3184,988,7445,6810,1106,5895,5330,884,3891
0500000US17137,"Morgan County, Illinois",3278,517,1056,1418,287,23040,568,1822,9089,4588,1614,3720,1639,20650,5359,3904,3659,1242,3904,3399,968,8430,7359,1914,6802,6233,1235,5646
0500000US17139,"Moultrie County, Illinois",1049,419,330,241,59,9726,827,565,3369,2181,957,1266,561,8334,1827,1623,1420,275,1765,1490,424,3596,3116,744,2742,2308,384,1886
0500000US17141,"Ogle County, Illinois",4050,563,1276,2004,207,35938,1195,2025,11811,8158,4109,5553,3087,32718,8640,5751,5669,1464,6317,5708,1924,13904,12657,3456,9966,8684,1796,8847
0500000US17143,"Peoria County, Illinois",15693,1749,4501,6921,2522,121082,2674,5375,33509,26088,11703,25149,16584,113033,41733,23774,22746,9733,22479,20960,10022,42592,39746,13803,32237,29581,8175,44255
0500000US17145,"Perry County, Illinois",1661,334,706,569,52,15089,418,1793,5100,4012,1916,1235,615,12878,1850,2778,2167,335,2856,2371,448,5330,4716,638,4125,3624,429,1902
0500000US17147,"Piatt County, Illinois",1132,96,512,376,148,11909,46,426,3954,2361,1325,2454,1343,11437,3797,1840,1750,673,2139,2100,790,4509,4347,1465,3421,3240,869,3945
0500000US17149,"Pike County, Illinois",1048,203,547,222,76,10208,234,604,4325,2174,948,1439,484,9370,1923,1600,1500,304,1723,1616,415,3716,3408,700,3169,2846,504,1999
0500000US17151,"Pope County, Illinois",301,16,123,160,2,2867,97,140,1093,723,331,315,168,2630,483,275,262,40,400,397,81,1214,1060,183,978,911,179,485
0500000US17153,"Pulaski County, Illinois",485,48,208,194,35,3549,101,346,1502,872,305,254,169,3102,423,430,397,77,683,572,42,1282,1168,175,1154,965,129,458
0500000US17155,"Putnam County, Illinois",365,92,99,148,26,4132,41,224,1441,884,527,665,350,3867,1015,594,527,188,636,604,153,1566,1474,340,1336,1262,334,1041
0500000US17157,"Randolph County, Illinois",2196,479,837,692,188,21808,780,1863,8635,5247,2184,2057,1042,19165,3099,3541,3004,496,3859,3344,741,8132,7248,956,6276,5569,906,3287
0500000US17159,"Richland County, Illinois",1143,169,463,502,9,10921,232,651,3610,2333,2035,1364,696,10038,2060,1752,1553,348,1883,1806,479,4075,3801,734,3211,2878,499,2069
0500000US17161,"Rock Island County, Illinois",12563,1269,5433,4709,1152,98209,3363,6236,30159,24384,10434,14788,8845,88610,23633,17212,15762,4461,17387,15063,4864,34919,31775,7851,28691,26010,6457,24785
0500000US17163,"St. Clair County, Illinois",20717,2976,7823,7849,2069,174733,4203,8474,47198,41805,19334,30694,23025,162056,53719,32536,31225,8845,33726,31496,13346,65747,60639,20453,42724,38696,11075,55788
0500000US17165,"Saline County, Illinois",1470,184,525,727,34,17030,745,1169,5208,4030,2432,2463,983,15116,3446,2894,2738,624,2694,2489,700,6552,5796,1248,4890,4093,874,3480
0500000US17167,"Sangamon County, Illinois",15474,2056,5055,5990,2373,136763,2317,6288,38575,29229,12323,28645,19386,128158,48031,23787,22714,8758,25152,23675,10898,50939,47779,16849,36885,33990,11526,50404
0500000US17169,"Schuyler County, Illinois",363,68,210,74,11,5283,131,290,2114,1253,495,668,332,4862,1000,733,670,167,792,745,223,2041,1886,355,1717,1561,255,1011
0500000US17171,"Scott County, Illinois",376,43,168,140,25,3433,48,186,1560,534,342,607,156,3199,763,479,452,98,573,549,198,1381,1315,296,1000,883,171,788
0500000US17173,"Shelby County, Illinois",1339,215,424,567,133,15070,253,577,6408,3344,1837,1984,667,14240,2651,2185,2061,584,2376,2287,638,5610,5422,774,4899,4470,655,2784
