GEO_ID,NAME,S1501_C01_001E,S1501_C01_002E,S1501_C01_003E,S1501_C01_004E,S1501_C01_005E,S1501_C01_006E,S1501_C01_007E,S1501_C01_008E,S1501_C01_009E,S1501_C01_010E,S1501_C01_011E,S1501_C01_012E,S1501_C01_013E,S1501_C01_014E,S1501_C01_015E,S1501_C01_016E,S1501_C01_017E,S1501_C01_018E,S1501_C01_019E,S1501_C01_020E,S1501_C01_021E,S1501_C01_022E,S1501_C01_023E,S1501_C01_024E,S1501_C01_025E,S1501_C01_026E,S1501_C01_027E,college_educated
Geography,Geographic Area Name,Population 18 to 24 years,Population 18 to 24 years!!Less than high school graduate,Population 18 to 24 years!!High school graduate (includes equivalency),Population 18 to 24 years!!Some college or associate's degree,Population 18 to 24 years!!Bachelor's degree or higher,Population 25 years and over,Population 25 years and over!!Less than 9th grade,"Population 25 years and over!!9th to 12th grade, no diploma",Population 25 years and over!!High school graduate (includes equivalency),"Population 25 years and over!!Some college, no degree",Population 25 years and over!!Associate's degree,Population 25 years and over!!Bachelor's degree,Population 25 years and over!!Graduate or professional degree,Population 25 years and over!!High school graduate or higher,Population 25 years and over!!Bachelor's degree or higher,Population 25 to 34 years,Population 25 to 34 years!!High school graduate or higher,Population 25 to 34 years!!Bachelor's degree or higher,Population 35 to 44 years,Population 35 to 44 years!!High school graduate or higher,Population 35 to 44 years!!Bachelor's degree or higher,Population 45 to 64 years,Population 45 to 64 years!!High school graduate or higher,Population 45 to 64 years!!Bachelor's degree or higher,Population 65 years and over,Population 65 years and over!!High school graduate or higher,Population 65 years and over!!Bachelor's degree or higher,Total-CollegeEducated
0500000US35043,"Sandoval County, New Mexico",11518,1672,4865,4528,453,106408,2766,5094,26369,24961,11683,20972,14563,98548,35535,18194,17058,4586,20115,18494,7128,38389,35477,13158,29710,27519,10663,35988
0500000US35045,"San Juan County, New Mexico",10271,2485,3381,4173,232,80157,3221,7644,24330,21597,10022,7897,5446,69292,13343,15735,13575,1754,15908,13768,2629,28754,25736,5495,19760,16213,3465,13575
0500000US35047,"San Miguel County, New Mexico",2559,286,691,1460,122,19918,994,1851,5140,5109,1598,2905,2321,17073,5226,2953,2405,700,3064,2689,969,7297,6432,1577,6604,5547,1980,5348
0500000US35049,"Santa Fe County, New Mexico",10841,1746,4041,4067,987,118758,4695,5467,23905,23533,8708,26025,26425,108596,52450,16761,15415,5435,18198,15827,6709,41458,37362,17781,42341,39992,22525,53437
0500000US35051,"Sierra County, New Mexico",519,14,410,65,30,9201,370,533,3244,2426,1125,892,611,8298,1503,895,800,86,1167,1108,342,2888,2602,376,4251,3788,699,1533
0500000US35053,"Socorro County, New Mexico",2192,188,845,945,214,10586,705,915,4113,1887,743,1153,1070,8966,2223,1531,1268,245,1784,1538,622,3983,3513,870,3288,2647,486,2437
0500000US35055,"Taos County, New Mexico",2318,542,722,971,83,26662,511,1261,7057,5713,2239,5289,4592,24890,9881,2826,2481,583,4166,3887,1004,9426,8982,4040,10244,9540,4254,9964
0500000US35057,"Torrance County, New Mexico",1241,461,366,390,24,10891,517,949,3595,3263,947,1021,599,9425,1620,1796,1581,200,1873,1545,312,3846,3437,661,3376,2862,447,1644
0500000US35059,"Union County, New Mexico",347,125,79,126,17,2816,83,229,1174,650,171,311,198,2504,509,491,415,67,407,377,62,1007,886,166,911,826,214,526
0500000US35061,"Valencia County, New Mexico",6566,1174,2927,2190,275,53115,3033,4446,16644,12506,5433,6404,4649,45636,11053,9900,8767,1847,9570,8267,2139,19308,16831,4066,14337,11771,3001,11328
0500000US36001,"Albany County, New York",45045,3070,14960,15728,11287,212896,5907,8660,45949,31333,24917,49653,46477,198329,96130,41944,39375,22934,38239,35622,19690,76581,71006,31343,56132,52326,22163,107417
0500000US36003,"Allegany County, New York",7893,342,2647,4320,584,29790,1012,1483,10438,5226,4314,3787,3530,27295,7317,4397,4068,1412,4750,4363,1293,11364,10554,2499,9279,8310,2113,7901
0500000US36005,"Bronx County, New York",133994,21873,41563,56083,14475,937893,115476,116187,266402,158737,75166,130281,75644,706230,205925,215669,186526,59741,182695,142691,44821,341827,248463,65512,197702,128550,35851,220400
0500000US36007,"Broome County, New York",28705,1477,8491,14670,4067,130880,3629,8135,38708,22865,17511,21526,18506,119116,40032,22202,20737,8489,21471,19372,7789,47834,43044,13590,39373,35963,10164,44099
0500000US36009,"Cattaraugus County, New York",6726,874,2694,2592,566,52917,2252,3452,21229,8633,6411,6055,4885,47213,10940,8347,7359,1862,8508,7417,2195,20560,18634,4054,15502,13803,2829,11506
0500000US36011,"Cayuga County, New York",5757,1087,2244,1836,590,54978,1980,4107,17076,10219,8468,7436,5692,48891,13128,9392,8163,2292,9062,7842,2276,21015,18955,4996,15509,13931,3564,13718
0500000US36013,"Chautauqua County, New York",11682,1371,4036,5450,825,88527,3482,5394,29205,15137,13091,12215,10003,79651,22218,14170,12584,3518,14181,12680,4545,33701,30023,7850,26475,24364,6305,23043
0500000US36015,"Chemung County, New York",6821,1095,2465,2499,762,58452,1354,3974,19255,10218,7936,8778,6937,53124,15715,10108,9061,3410,9908,8963,2501,21940,20289,5918,16496,14811,3886,16477
0500000US36017,"Chenango County, New York",3256,589,1251,1103,313,33762,1022,2783,13931,5430,4121,3554,2921,29957,6475,5221,4724,1063,5239,4758,1057,13183,11702,2316,10119,8773,2039,6788
0500000US36019,"Clinton County, New York",9676,719,3545,4361,1051,54905,1826,4658,17819,9356,6520,8387,6339,48421,14726,9520,8431,3031,9638,8649,3057,21300,18912,4864,14447,12429,3774,15777
0500000US36021,"Columbia County, New York",3886,516,1564,951,855,47385,1400,2620,13287,6222,5806,8836,9214,43365,18050,6723,6173,2228,7027,6296,2855,18067,16827,6989,15568,14069,5978,18905
0500000US36023,"Cortland County, New York",8500,389,2083,5211,817,29214,977,1678,9272,5279,3731,4328,3949,26559,8277,5158,4745,1701,4947,4630,1662,11340,10288,2977,7769,6896,1937,9094
0500000US36025,"Delaware County, New York",4160,310,2482,1146,222,33163,846,2333,12303,4980,3848,4835,4018,29984,8853,4298,4102,1157,4666,4426,1722,12757,11383,3034,11442,10073,2940,9075
0500000US36027,"Dutchess County, New York",30422,2834,8901,14395,4292,211380,6262,11055,52992,35689,21410,44414,39558,194063,83972,35593,33079,15321,36097,33075,15457,84327,77783,32852,55363,50126,20342,88264
0500000US36029,"Erie County, New York",85110,6318,25121,37697,15974,672381,20004,30858,173751,119297,80182,137582,110707,621519,248289,132082,124453,60409,116086,107797,52647,245537,227371,85096,178676,161898,50137,264263
0500000US36031,"Essex County, New York",2282,361,701,1014,206,28918,557,1900,9581,4539,3289,4885,4167,26461,9052,4240,3840,1392,4235,3856,1071,10918,10092,3456,9525,8673,3133,9258
0500000US36033,"Franklin County, New York",4028,705,1330,1750,243,33482,1342,2903,11347,5249,4682,4372,3587,29237,7959,5970,5139,1135,5808,4799,1520,12802,11539,3037,8902,7760,2267,8202
0500000US36035,"Fulton County, New York",3992,698,1729,1421,144,38160,1211,3179,13686,6210,5801,5111,2962,33770,8073,5773,5079,1505,6685,6116,1591,14956,12905,2719,10746,9670,2258,8217
0500000US36037,"Genesee County, New York",4329,252,1780,1852,445,41772,1269,1846,15321,7319,6153,5712,4152,38657,9864,7385,6834,2009,6875,6529,2416,16143,14988,3407,11369,10306,2032,10309
0500000US36039,"Greene County, New York",3519,576,1366,1204,373,36261,1217,2844,11870,5868,3971,6195,4296,32200,10491,5691,5055,1592,5650,4771,1899,13771,12320,4084,11149,10054,2916,10864
0500000US36041,"Hamilton County, New York",301,18,69,196,18,4135,108,334,1280,657,644,586,526,3693,1112,384,328,92,443,409,156,1637,1442,391,1671,1514,473,1130
0500000US36043,"Herkimer County, New York",4680,651,1743,1738,548,42916,1070,2492,14602,8045,7001,5616,4090,39354,9706,6485,6042,1727,6728,6121,1860,16758,15558,3407,12945,11633,2712,10254
0500000US36045,"Jefferson County, New York",13647,1047,6428,4786,1386,74642,2234,4257,23947,15639,9401,11359,7805,68151,19164,19430,18092,5121,14022,13086,4599,24192,22266,5633,16998,14707,3811,20550
0500000US36047,"Kings County, New York",202422,23511,61226,74444,43241,1848847,152124,140294,446123,227561,118692,454186,309867,1556429,764053,466585,434015,264140,379213,336073,191877,606979,495952,200656,396070,290389,107380,807294
0500000US36049,"Lewis County, New York",1991,344,787,649,211,18477,452,1144,7903,2929,2463,2060,1526,16881,3586,2927,2612,618,3102,2804,741,7161,6680,1322,5287,4785,905,3797
0500000US36051,"Livingston County, New York",8798,440,2870,4791,697,41709,1152,1944,13073,7236,5542,6986,5776,38613,12762,6438,5938,2126,6804,6277,2233,16477,15316,5148,11990,11082,3255,13459
0500000US36053,"Madison County, New York",8942,436,2238,5607,661,46079,891,2205,15575,7639,6859,6840,6070,42983,12910,6974,6543,1894,7237,6971,2479,18535,17110,5099,13333,12359,3438,13571
0500000US36055,"Monroe County, New York",72877,6003,22179,33324,11371,526205,16620,26659,120443,83132,62678,120022,96651,482926,216673,104428,97926,48885,92447,84998,44068,191578,176021,76973,137752,123981,46747,228044
0500000US36057,"Montgomery County, New York",3810,518,1612,1311,369,34228,1507,2421,12119,6392,4767,3888,3134,30300,7022,6080,5357,1507,6014,5445,1451,12758,11416,2604,9376,8082,1460,7391
0500000US36059,"Nassau County, New York",115987,8226,31702,47073,28986,972012,41895,34448,204149,139301,78715,257500,216004,895669,473504,162512,154557,92207,172551,160353,101500,383661,353463,181728,253288,227296,98069,502490
0500000US36061,"New York County, New York",137841,7972,28923,52126,48820,1260428,72130,64334,148866,124215,44174,415812,390897,1123964,806709,343010,329894,269920,238575,222083,164771,389503,340042,223835,289340,231945,148183,855529
0500000US36063,"Niagara County, New York",16691,1238,5807,7351,2295,152414,3566,8579,49424,27921,21523,24531,16870,140269,41401,26099,24124,8266,25103,23462,8205,58599,54144,15559,42613,38539,9371,43696
0500000US36065,"Oneida County, New York",21034,2298,5984,10201,2551,159069,7434,10172,47867,29397,20057,25310,18832,141463,44142,27935,25299,9869,26972,23702,9005,59626,52651,14390,44536,39811,10878,46693
0500000US36067,"Onondaga County, New York",47260,3130,14126,21267,8737,324756,9399,17412,79231,54060,40811,68569,55274,297945,123843,61530,57129,27340,56925,52403,24881,120520,110432,43489,85781,77981,28133,132580
0500000US36069,"Ontario County, New York",9949,877,3491,4248,1333,80554,2066,3310,20867,13454,10914,16154,13789,75178,29943,12360,11422,4765,12957,12169,6246,31046,29401,11245,24191,22186,7687,31276
0500000US36071,"Orange County, New York",41468,5020,13908,16822,5718,258632,10091,16609,72466,49355,26722,46977,36412,231932,83389,47918,43381,15377,49743,44793,17624,103026,93342,33606,57945,50416,16782,89107
0500000US36073,"Orleans County, New York",2942,514,1103,1061,264,29153,1229,2641,11996,5246,2939,3157,1945,25283,5102,5117,4257,747,4658,3739,1059,11836,10603,1892,7542,6684,1404,5366
0500000US36075,"Oswego County, New York",13212,1020,4388,6460,1344,80313,1990,6036,29469,14510,10700,10743,6865,72287,17608,13926,12639,3404,13454,12678,3721,32358,28982,6921,20575,17988,3562,18952
0500000US36077,"Otsego County, New York",11379,1184,4522,4974,699,39250,956,2137,12049,6406,4415,7281,6006,36157,13287,5975,5584,2044,5850,5440,2350,14725,13481,4865,12700,11652,4028,13986
0500000US36079,"Putnam County, New York",7659,1021,1748,2791,2099,71149,2255,2536,17647,11728,6002,17222,13759,66358,30981,11021,10237,5165,12113,11456,6296,29694,28073,13206,18321,16592,6314,33080
0500000US36081,"Queens County, New York",171116,17478,46591,73172,33875,1698073,176752,117151,435024,238690,131696,365531,233229,1404170,598760,354358,327520,173529,318660,276457,133388,625275,505790,187737,399780,294403,104106,632635
0500000US36083,"Rensselaer County, New York",16074,1616,5941,6006,2511,113425,3086,5166,28882,18672,15343,24375,17901,105173,42276,22139,20794,10906,20540,18737,8880,42096,39423,14372,28650,26219,8118,44787
0500000US36085,"Richmond County, New York",39979,4089,10145,16477,9268,345412,18904,20693,101569,55232,25441,74016,49557,305815,123573,65285,60745,31732,62557,55604,28387,134667,119111,42368,82903,70355,21086,132841
0500000US36087,"Rockland County, New York",30609,3631,8890,12278,5810,208594,11800,13858,45118,33790,16169,48405,39454,182936,87859,38840,33656,14780,38436,33375,16379,78483,69833,34582,52835,46072,22118,93669
0500000US36089,"St. Lawrence County, New York",14919,1391,4380,8355,793,71189,3119,4633,24038,12449,9409,9016,8525,63437,17541,12011,10696,3297,11924,10432,3471,27440,24974,6532,19814,17335,4241,18334
0500000US36091,"Saratoga County, New York",18770,1969,5047,7691,4063,172398,3440,6512,42049,25665,19280,42092,33360,162446,75452,28162,27001,13681,30499,29431,17296,67790,63782,28901,45947,42232,15574,79515
0500000US36093,"Schenectady County, New York",15224,1685,4958,6622,1959,109935,3292,5675,28899,19459,14068,21281,17261,100968,38542,20991,19574,8270,20230,18470,8634,40623,36999,12895,28091,25925,8743,40501
0500000US36095,"Schoharie County, New York",3173,253,1453,1138,329,21561,511,1218,7457,3886,3096,2903,2490,19832,5393,3172,2925,909,3181,2998,966,8224,7567,2044,6984,6342,1474,5722
0500000US36097,"Schuyler County, New York",1136,144,558,342,92,13239,355,864,4425,2472,1765,1570,1788,12020,3358,1859,1659,343,2030,1762,578,5355,4968,1414,3995,3631,1023,3450
0500000US36099,"Seneca County, New York",2440,725,789,708,218,23906,1311,2367,7706,3745,3007,3583,2187,20228,5770,4234,3332,1195,3902,3296,1205,8888,7646,1738,6882,5954,1632,5988
0500000US36101,"Steuben County, New York",6738,978,2832,1905,1023,66196,1814,3619,23124,10956,9458,8704,8521,60763,17225,11008,10261,3436,10840,10047,3244,25453,23537,6652,18895,16918,3893,18248
0500000US36103,"Suffolk County, New York",136018,11619,41293,56240,26866,1070338,55851,46006,265633,173513,102679,229744,196912,968481,426656,185079,171870,86201,182350,161090,79574,436376,396063,171641,266533,239458,89240,453522
0500000US36105,"Sullivan County, New York",6439,756,2730,2264,689,55761,2755,4129,16623,9973,5728,9476,7077,48877,16553,9592,8837,2873,9640,8321,3110,21471,18662,6147,15058,13057,4423,17242
0500000US36107,"Tioga County, New York",3675,506,1596,1055,518,34590,831,1940,12406,5363,5195,5274,3581,31819,8855,5077,4710,1258,5542,5256,1800,13768,12526,3362,10203,9327,2435,9373
0500000US36109,"Tompkins County, New York",26377,484,3231,18030,4632,61514,1098,1437,10041,7667,4824,15474,20973,58979,36447,12364,12166,8960,11222,10617,7278,21434,20506,11863,16494,15690,8346,41079
0500000US36111,"Ulster County, New York",16148,1231,4418,8422,2077,134325,3463,7622,37570,22968,12934,27094,22674,123240,49768,22693,20888,7740,22440,20539,9097,51385,47308,18852,37807,34505,14079,51845
0500000US36113,"Warren County, New York",4528,633,1011,1986,898,49426,1268,2744,13854,8281,6170,9264,7845,45414,17109,7720,7152,2725,7560,7051,3009,18692,17104,5956,15454,14107,5419,18007
0500000US36115,"Washington County, New York",4332,849,1828,1194,461,45248,1303,3079,18041,7968,5251,5649,3957,40866,9606,7344,6710,1798,7460,6874,1566,17726,15960,3509,12718,11322,2733,10067
0500000US36117,"Wayne County, New York",6425,1123,2670,2007,625,65372,2352,3536,20369,13520,8904,10351,6340,59484,16691,10346,9447,2799,10610,9702,3223,26026,23944,6569,18390,16391,4100,17316
0500000US36119,"Westchester County, New York",84947,8614,23148,32940,20245,697202,37761,36459,124954,87534,44393,181482,184619,622982,366101,114306,106139,60938,130211,117547,76833,276057,247631,149537,176628,151665,78793,386346
0500000US36121,"Wyoming County, New York",2851,285,1017,1217,332,29652,1004,2954,11289,4944,4055,3317,2089,25694,5406,5166,4340,990,5307,4273,1188,11243,9942,2002,7936,7139,1226,5738
0500000US36123,"Yates County, New York",2313,567,497,1151,98,16698,1860,738,5849,2407,1665,2427,1752,14100,4179,2700,1720,477,2410,1962,540,6196,5333,1519,5392,5085,1643,4277
0500000US37001,"Alamance County, North Carolina",18052,2386,6281,8268,1117,117453,5429,8029,33739,24459,13252,22130,10415,103995,32545,22134,20440,6430,21024,18490,6299,44781,39198,12909,29514,25867,6907,33662
0500000US37003,"Alexander County, North Carolina",2903,729,1035,977,162,26398,1161,2647,10419,5553,2551,2747,1320,22590,4067,4305,3696,664,4322,3883,740,10271,8849,1630,7500,6162,1033,4229
0500000US37005,"Alleghany County, North Carolina",619,63,246,208,102,8618,374,1081,2560,1886,750,1276,691,7163,1967,1145,970,241,1072,804,237,3109,2521,709,3292,2868,780,2069
0500000US37007,"Anson County, North Carolina",1836,115,968,592,161,15630,590,2157,6761,2819,1602,1281,420,12883,1701,2806,2504,163,2743,2363,313,5719,4610,673,4362,3406,552,1862
0500000US37009,"Ashe County, North Carolina",1653,227,827,400,199,20626,668,1910,6382,4555,2489,2977,1645,18048,4622,2822,2578,564,2857,2588,512,7711,6768,1729,7236,6114,1817,4821
0500000US37011,"Avery County, North Carolina",1568,129,443,856,140,13505,632,1208,4328,3209,1174,1846,1108,11665,2954,2175,1964,538,2150,1838,474,5121,4339,836,4059,3524,1106,3094
0500000US37013,"Beaufort County, North Carolina",3134,356,1362,1181,235,32814,1503,2409,10402,8008,3737,4290,2465,28902,6755,4406,4167,706,4955,4118,797,12323,10820,2490,11130,9797,2762,6990
0500000US37015,"Bertie County, North Carolina",1351,289,631,413,18,13268,488,1904,4728,2717,1063,1469,899,10876,2368,2353,2055,618,1927,1599,301,4743,4130,827,4245,3092,622,2386
0500000US37017,"Bladen County, North Carolina",2391,260,1197,802,132,21094,599,1815,7054,4721,2566,3079,1260,18680,4339,3033,2814,502,3332,2975,653,7871,6793,1798,6858,6098,1386,4471
0500000US37019,"Brunswick County, North Carolina",7606,811,2911,3124,760,117336,2466,5361,30770,25843,13915,24735,14246,109509,38981,13224,12272,3164,14089,12723,4060,41506,38777,13023,48517,45737,18734,39741
0500000US37021,"Buncombe County, North Carolina",20508,2977,7938,7776,1817,202143,5596,9959,45861,32900,17621,53513,36693,186588,90206,37168,34293,15855,37808,34833,17904,70595,64653,31533,56572,52809,24914,92023
0500000US37023,"Burke County, North Carolina",6945,977,2912,2439,617,64613,4002,5611,21385,12734,7848,8291,4742,55000,13033,10647,9502,1946,10132,8292,2259,25175,21307,4965,18659,15899,3863,13650
0500000US37025,"Cabarrus County, North Carolina",18933,2625,8496,5785,2027,153644,4870,7712,38196,30110,14891,36733,21132,141062,57865,29109,27710,11869,33672,30721,14923,59884,55246,23255,30979,27385,7818,59892
0500000US37027,"Caldwell County, North Carolina",6172,1070,2650,1748,704,58407,3240,6817,18505,12801,6189,7571,3284,48350,10855,9104,8167,1665,8496,7179,2247,23747,19578,4252,17060,13426,2691,11559
0500000US37029,"Camden County, North Carolina",713,126,139,384,64,7422,194,327,2292,1711,986,1367,545,6901,1912,1227,1162,408,1463,1411,500,3018,2789,672,1714,1539,332,1976
0500000US37031,"Carteret County, North Carolina",4356,622,1569,1726,439,52589,874,2963,12417,13433,5896,10634,6372,48752,17006,6473,6129,2344,7881,7477,2485,20184,18489,6201,18051,16657,5976,17445
0500000US37033,"Caswell County, North Carolina",1914,422,821,545,126,16619,774,1943,5944,3474,1817,1744,923,13902,2667,2385,1931,386,2708,2320,385,6430,5450,1106,5096,4201,790,2793
0500000US37035,"Catawba County, North Carolina",13543,1426,5286,5256,1575,113077,4755,9381,32589,24041,14117,19976,8218,98941,28194,19584,18271,4860,18903,16553,5275,44733,38674,11142,29857,25443,6917,29769
0500000US37037,"Chatham County, North Carolina",5204,1249,1387,2005,563,57701,2384,3163,10408,8910,5139,14528,13169,52154,27697,7092,6297,2851,8880,7691,4530,22198,20446,10725,19531,17720,9591,28260
0500000US37039,"Cherokee County, North Carolina",1719,210,594,776,139,22779,523,1430,7349,5218,2745,3666,1848,20826,5514,2479,2353,514,2762,2478,647,8410,7698,1788,9128,8297,2565,5653
0500000US37041,"Chowan County, North Carolina",622,210,200,172,40,10497,522,803,3686,1841,1071,1492,1082,9172,2574,1663,1540,335,1504,1176,292,3560,3100,873,3770,3356,1074,2614
0500000US37043,"Clay County, North Carolina",700,85,327,288,0,8843,366,524,2202,1795,1178,1880,898,7953,2778,742,654,107,1248,1239,594,3174,2895,751,3679,3165,1326,2778
0500000US37045,"Cleveland County, North Carolina",8634,1096,3115,3780,643,69170,2679,5992,23396,13364,9164,9312,5263,60499,14575,12854,11439,2913,10867,9652,2717,26675,23607,5406,18774,15801,3539,15218
0500000US37047,"Columbus County, North Carolina",4287,826,1714,1510,237,35724,1538,3281,13099,8130,4294,3623,1759,30905,5382,6197,5546,579,5810,4907,1064,13407,11701,2056,10310,8751,1683,5619
0500000US37049,"Craven County, North Carolina",10415,870,5038,3854,653,68761,1926,3731,18303,18386,8518,10735,7162,63104,17897,13193,12375,3151,11051,10219,2972,23842,21818,5743,20675,18692,6031,18550
0500000US37051,"Cumberland County, North Carolina",42306,3493,16213,19626,2974,209827,4832,10695,55506,57557,24186,36517,20534,194300,57051,56342,53565,14679,41504,38812,13192,69237,63982,18855,42744,37941,10325,60025
0500000US37053,"Currituck County, North Carolina",1769,249,635,749,136,21289,292,1006,7101,4744,1911,4357,1878,19991,6235,3394,3382,1131,4043,3853,1464,8746,8132,2326,5106,4624,1314,6371
0500000US37055,"Dare County, North Carolina",2229,103,1063,613,450,28503,350,1010,6368,6067,2506,8376,3826,27143,12202,3348,3189,1189,4550,4212,1758,11497,11060,4941,9108,8682,4314,12652
0500000US37057,"Davidson County, North Carolina",13053,2054,5543,4223,1233,120730,5196,9654,39209,28826,12827,17574,7444,105880,25018,20524,18514,4079,20308,17847,5116,48058,42680,10185,31840,26839,5638,26251
0500000US37059,"Davie County, North Carolina",3285,517,1413,1059,296,31091,905,1977,9866,6929,3091,5602,2721,28209,8323,4411,4101,1093,4919,4500,1605,12291,11212,3363,9470,8396,2262,8619
0500000US37061,"Duplin County, North Carolina",4268,798,968,2195,307,33151,2717,3279,10164,7587,3603,4167,1634,27155,5801,5370,4801,1022,5407,3993,1038,12735,10689,2191,9639,7672,1550,6108
0500000US37063,"Durham County, North Carolina",34650,3889,7774,14932,8055,228405,11490,9725,37173,31964,15759,63124,59170,207190,122294,59204,55616,37135,47039,41727,27245,75923,67663,36480,46239,42184,21434,130349
0500000US37065,"Edgecombe County, North Carolina",3701,738,1538,1050,375,33892,1841,3451,12901,7470,2560,3969,1700,28600,5669,6075,5166,769,5336,4724,1171,12499,10975,1923,9982,7735,1806,6044
0500000US37067,"Forsyth County, North Carolina",38617,4971,13687,14602,5357,259909,10746,15447,62722,51670,23489,58655,37180,233716,95835,50786,47247,19354,46871,41143,19963,98018,87595,35348,64234,57731,21170,101192
0500000US37069,"Franklin County, North Carolina",5894,840,2229,2146,679,50324,2567,3641,14756,11616,5468,8492,3784,44116,12276,8764,7629,2476,9036,8084,2271,20248,17888,4999,12276,10515,2530,12955
0500000US37071,"Gaston County, North Carolina",18326,2966,6553,7209,1598,160932,6107,13121,46661,35205,18047,29339,12452,141704,41791,31377,28857,8882,29158,26751,9789,62639,54197,15035,37758,31899,8085,43389
0500000US37073,"Gates County, North Carolina",848,20,456,326,46,7554,270,515,3068,2198,688,427,388,6769,815,1011,958,235,1011,914,27,3236,3043,361,2296,1854,192,861
0500000US37075,"Graham County, North Carolina",783,77,239,467,0,5779,288,593,2123,1232,575,652,316,4898,968,801,728,238,911,762,111,2071,1735,211,1996,1673,408,968
0500000US37077,"Granville County, North Carolina",4997,1013,1417,2113,454,43795,2383,3477,13434,9306,4669,7406,3120,37935,10526,7594,6661,2489,7585,6270,2039,18002,15781,3734,10614,9223,2264,10980
0500000US37079,"Greene County, North Carolina",2000,381,1071,476,72,14557,1353,1873,4868,3101,1583,1272,507,11331,1779,2853,2411,386,2937,2213,295,5307,4092,691,3460,2615,407,1851
0500000US37081,"Guilford County, North Carolina",63313,5569,17845,33162,6737,359349,13661,21275,81267,73265,32963,85148,51770,324413,136918,72717,67042,28497,66719,59605,27986,135080,121769,50601,84833,75997,29834,143655
0500000US37083,"Halifax County, North Carolina",3473,696,1689,1009,79,34495,2096,4490,12540,7012,3025,3533,1799,27909,5332,5770,5046,1105,5416,4489,1007,12883,10678,1839,10426,7696,1381,5411
0500000US37085,"Harnett County, North Carolina",11511,1120,4662,4651,1078,90001,3978,6226,26062,20080,12124,14276,7255,79797,21531,20779,19336,5604,19282,16940,5246,31640,28276,7689,18300,15245,2992,22609
0500000US37087,"Haywood County, North Carolina",4038,481,1628,1428,501,47259,1341,2627,13015,10311,6070,8476,5419,43291,13895,7389,6639,1978,6698,6168,2021,17345,16214,5069,15827,14270,4827,14396
0500000US37089,"Henderson County, North Carolina",7511,1217,2750,3035,509,87598,3505,4277,21576,18512,9015,19515,11198,79816,30713,12186,10964,3888,13472,11864,4408,31388,28734,10515,30552,28254,11902,31222
0500000US37091,"Hertford County, North Carolina",2354,214,811,1116,213,14260,653,1526,4959,3173,1561,1479,909,12081,2388,2277,2069,340,2357,1944,490,5260,4546,863,4366,3522,695,2601
0500000US37093,"Hoke County, North Carolina",4264,445,1889,1683,247,34406,1522,2310,9964,8255,5021,5065,2269,30574,7334,8858,8102,1916,7598,6772,1876,11896,10504,2622,6054,5196,920,7581
0500000US37095,"Hyde County, North Carolina",106,20,25,36,25,3674,155,329,1486,713,487,370,134,3190,504,398,339,53,600,579,36,1622,1389,275,1054,883,140,529
0500000US37097,"Iredell County, North Carolina",15132,1580,6756,4975,1821,133520,4117,7614,36207,27535,13543,30269,14235,121789,44504,23337,21636,8116,24232,21954,9086,54406,49898,18634,31545,28301,8668,46325
0500000US37099,"Jackson County, North Carolina",7883,282,1197,5629,775,28020,1125,1738,8339,5522,2888,4855,3553,25157,8408,4634,4341,1022,4687,3692,1079,9900,9323,3342,8799,7801,2965,9183
0500000US37101,"Johnston County, North Carolina",18182,2369,6591,7855,1367,151489,6852,9089,41679,32444,19568,30223,11634,135548,41857,28689,26448,9308,31415,27983,9864,60770,54425,16572,30615,26692,6113,43224
0500000US37103,"Jones County, North Carolina",649,53,268,273,55,6896,309,625,2612,1515,604,980,251,5962,1231,1011,893,272,976,816,227,2707,2408,366,2202,1845,366,1286
0500000US37105,"Lee County, North Carolina",5347,798,1983,2298,268,43796,2684,3825,11770,10296,5755,6488,2978,37287,9466,8114,7258,1685,8355,6843,1948,16430,13930,3645,10897,9256,2188,9734
0500000US37107,"Lenoir County, North Carolina",4308,890,1644,1477,297,38149,2105,4579,12472,8321,4640,3919,2113,31465,6032,6273,5725,846,5950,4682,1184,14350,11819,2136,11576,9239,1866,6329
0500000US37109,"Lincoln County, North Carolina",6418,820,2494,2525,579,65172,2410,4111,19091,14105,7841,12649,4965,58651,17614,10129,9305,2876,10960,9946,3582,26915,24589,7605,17168,14811,3551,18193
0500000US37111,"McDowell County, North Carolina",3173,452,1122,1317,282,32688,1392,3145,11446,6676,4290,3985,1754,28151,5739,5436,4834,939,5368,4743,1273,12627,10625,1933,9257,7949,1594,6021
0500000US37113,"Macon County, North Carolina",2542,283,702,1346,211,28214,1054,1757,8638,6769,3066,4436,2494,25403,6930,3613,3247,744,3773,3268,762,9996,8991,2205,10832,9897,3219,7141
0500000US37115,"Madison County, North Carolina",2101,106,487,1312,196,15745,499,941,5196,2916,1238,3327,1628,14305,4955,2605,2394,570,2407,2247,896,5728,5252,1720,5005,4412,1769,5151
0500000US37117,"Martin County, North Carolina",1469,285,600,429,155,15882,750,1901,4976,4014,1835,1745,661,13231,2406,2178,1996,354,2528,2053,292,5732,5026,884,5444,4156,876,2561
0500000US37119,"Mecklenburg County, North Carolina",103146,12573,29754,41534,19285,766897,37153,33440,125748,135123,62656,239842,132935,696304,372777,193384,179241,105361,166749,148593,87272,274483,249096,128762,132281,119374,51382,392062
