state_name,state_code,county_name,population,total_votes,turnout,college_educated,households_total,households_mean_income,households_median_income,families_total,families_mean_income,families_median_income,_merge
Tennessee,TN,Clay County,7714.0,3760.0,0.4874254602022297,669,3201,55826,44712,2079,70033,61757,both
Tennessee,TN,Cocke County,37404.0,15663.0,0.4187520051331408,3330,15123,63075,48416,10067,68947,54527,both
Tennessee,TN,Coffee County,60633.0,24932.0,0.4111952237230551,9400,22794,74417,60656,15102,84361,70731,both
Tennessee,TN,Crockett County,13982.0,5921.0,0.42347303676155057,1589,5494,79436,59049,3835,92349,73958,both
Tennessee,TN,Cumberland County,64760.0,34642.0,0.5349289684990735,9111,27447,73753,58475,18618,86308,69744,both
Tennessee,TN,Davidson County,712334.0,290036.0,0.40716293199538417,249525,314578,110098,75664,163363,133943,96175,both
Tennessee,TN,DeKalb County,21225.0,9396.0,0.44268551236749115,3056,8495,66814,48484,5510,79956,63622,both
Tennessee,TN,Decatur County,11656.0,5466.0,0.46894303363074813,1355,4439,62272,46190,2976,73130,62181,both
Tennessee,TN,Dickson County,56729.0,25204.0,0.44428775405877063,8765,21092,93410,73223,14703,104923,84186,both
Tennessee,TN,Dyer County,36498.0,14394.0,0.39437777412460956,5580,14884,89280,54973,9329,116933,67403,both
Tennessee,TN,Fayette County,44175.0,23696.0,0.5364119977362761,8896,16730,105471,84764,12093,122930,101049,both
Tennessee,TN,Fentress County,19696.0,9771.0,0.4960905767668562,2124,7706,56885,50865,4878,69092,57083,both
Tennessee,TN,Franklin County,44654.0,19728.0,0.44179692748689925,7078,17097,80473,61553,10849,97450,76785,both
Tennessee,TN,Gibson County,51045.0,21648.0,0.42409638554216866,6849,20098,72720,59009,13116,87544,71228,both
Tennessee,TN,Giles County,30721.0,13487.0,0.43901565704241396,4311,11710,83628,61476,7776,102377,82604,both
Tennessee,TN,Grainger County,24681.0,11130.0,0.4509541752765285,2715,9566,68952,51351,6374,85095,66264,both
Tennessee,TN,Greene County,72577.0,31095.0,0.42844151728509033,9293,28093,72597,54071,18471,88847,71662,both
Tennessee,TN,Grundy County,13955.0,6328.0,0.45345754209960587,1270,5106,61536,45573,3416,72364,52772,both
Tennessee,TN,Hamblen County,66216.0,25501.0,0.3851184003866135,9214,25758,74136,52794,17119,89167,70052,both
Tennessee,TN,Hamilton County,379864.0,174438.0,0.4592117178779774,100238,151316,103813,72568,95324,126590,95586,both
Tennessee,TN,Hancock County,6956.0,2908.0,0.418056354226567,453,2773,57797,31995,1736,76018,48165,both
Tennessee,TN,Hardeman County,25567.0,9399.0,0.3676223256541636,2124,9049,61126,46173,5621,77558,67892,both
Tennessee,TN,Hardin County,27229.0,12094.0,0.44415880127804913,2921,10833,66579,49149,7041,73185,56576,both
Tennessee,TN,Hawkins County,58600.0,26266.0,0.44822525597269625,7305,23090,70133,55278,16027,81479,66632,both
Tennessee,TN,Haywood County,17328.0,6652.0,0.38388734995383195,1645,7166,60977,43513,4424,75884,60900,both
Tennessee,TN,Henderson County,28070.0,12047.0,0.4291770573566085,2908,10928,68265,53471,7019,81398,71775,both
Tennessee,TN,Henry County,32554.0,15076.0,0.46310745223321254,4529,13205,67325,48540,8014,83045,65316,both
Tennessee,TN,Hickman County,25826.0,10309.0,0.3991713776814063,2573,9180,77088,57223,6569,89763,67158,both
Tennessee,TN,Houston County,8393.0,3810.0,0.45394972000476586,840,3190,68009,54475,2034,84873,71667,both
Tennessee,TN,Humphreys County,19209.0,8264.0,0.4302150033838305,2290,6864,78658,59333,4825,88672,75629,both
Tennessee,TN,Jackson County,12363.0,5676.0,0.45911186605192916,1231,4695,63542,41475,2906,80665,59234,both
Tennessee,TN,Jefferson County,57838.0,25815.0,0.44633286074898854,8744,21351,87614,63084,15237,101869,77799,both
Tennessee,TN,Johnson County,18375.0,8102.0,0.44092517006802723,2162,7172,69081,52152,4791,80629,66747,both
Tennessee,TN,Knox County,500669.0,221864.0,0.4431350852559276,140491,197298,101286,71662,119891,126363,94921,both
Tennessee,TN,Lake County,6347.0,1939.0,0.3054986607846227,488,2022,48831,30500,1181,54309,39522,both
Tennessee,TN,Lauderdale County,24610.0,8266.0,0.3358797236895571,1897,9214,66056,49205,6108,74406,59853,both
Tennessee,TN,Lawrence County,46114.0,19533.0,0.4235806913301817,4920,16704,69737,53233,11365,81672,67842,both
Tennessee,TN,Lewis County,13066.0,5890.0,0.45078830552579213,1023,5153,69487,49477,3453,87083,70610,both
Tennessee,TN,Lincoln County,36169.0,16128.0,0.44590671569576157,4948,14589,84108,63115,9745,97958,78186,both
Tennessee,TN,Loudon County,60591.0,33209.0,0.5480846990477134,12420,23438,101958,80296,16656,118009,93337,both
Tennessee,TN,Macon County,26793.0,10333.0,0.3856604336953682,2056,9200,72710,56269,6273,86430,71834,both
Tennessee,TN,Madison County,99193.0,39964.0,0.40289133305777625,18004,39534,78567,58189,25027,94462,75841,both
Tennessee,TN,Marion County,29382.0,13933.0,0.4742018923150228,3552,11529,73573,58103,8134,82843,67433,both
Tennessee,TN,Marshall County,36961.0,15962.0,0.43186060983198504,5103,13268,92668,70829,9240,109264,88053,both
Tennessee,TN,Maury County,110760.0,52090.0,0.4702961357890935,20046,41260,92848,74162,28345,108006,88563,both
Tennessee,TN,McMinn County,55678.0,24072.0,0.4323431157728367,6862,21471,76417,59674,14667,88052,71974,both
Tennessee,TN,McNairy County,26163.0,11267.0,0.43064633260711693,2331,9806,68636,50714,6673,80417,63921,both
Tennessee,TN,Meigs County,13691.0,6099.0,0.4454751296472135,1151,5279,75683,58395,3458,94687,72191,both
Tennessee,TN,Monroe County,48594.0,22323.0,0.45937770095073466,5423,19283,70427,56648,13100,81920,73828,both
Tennessee,TN,Montgomery County,239872.0,81755.0,0.34082760805763074,47152,84321,88167,72365,58683,99979,86662,both
Tennessee,TN,Moore County,6748.0,3654.0,0.5414937759336099,1202,2638,89343,66687,1873,102673,83590,both
Tennessee,TN,Morgan County,21573.0,8560.0,0.3967922866546146,2316,7188,79735,57408,5034,94325,73988,both
Tennessee,TN,Obion County,30411.0,12900.0,0.4241886159613298,3992,12516,71392,53102,7668,84106,67717,both
Tennessee,TN,Overton County,23327.0,11069.0,0.47451451108157927,2292,8992,72901,46159,6078,89893,68565,both
Tennessee,TN,Perry County,8891.0,3716.0,0.41795073670003374,755,3040,64784,50489,2175,74084,61712,both
Tennessee,TN,Pickett County,5128.0,2954.0,0.5760530421216848,670,2106,60117,44591,1274,76956,62788,both
Tennessee,TN,Polk County,18033.0,8727.0,0.48394609881883216,1956,7144,81605,60227,4895,99747,77435,both
Tennessee,TN,Putnam County,83844.0,34939.0,0.41671437431420255,16576,33057,75297,56537,20510,92023,74175,both
Tennessee,TN,Rhea County,33924.0,14444.0,0.42577526235113783,4199,13243,70688,58133,9822,77420,63537,both
Tennessee,TN,Roane County,56096.0,27412.0,0.4886622932116372,9166,22539,86288,66218,15170,101708,84015,both
Tennessee,TN,Robertson County,76776.0,35070.0,0.45678336980306344,10954,27755,95255,78439,20463,104926,90630,both
Tennessee,TN,Rutherford County,367101.0,147656.0,0.40222173189394744,83006,125861,101352,82588,87051,115320,96860,both
Tennessee,TN,Scott County,22171.0,9605.0,0.433223580352713,1590,8638,55691,42679,5803,66572,53423,both
Tennessee,TN,Sequatchie County,17161.0,7890.0,0.45976341705028845,2304,6121,68308,52260,4560,77075,62179,both
Tennessee,TN,Sevier County,99415.0,43970.0,0.4422873811799024,15585,39221,84059,63829,26585,99481,77896,both
Tennessee,TN,Shelby County,910042.0,326497.0,0.3587713534100624,217622,360590,93795,62337,218222,114859,80849,both
Tennessee,TN,Smith County,20538.0,9336.0,0.45457201285422144,2664,7619,85700,62799,5502,98055,78868,both
Tennessee,TN,Stewart County,14222.0,6620.0,0.46547602306286034,1782,5173,73864,62052,3157,89096,82226,both
Tennessee,TN,Sullivan County,162135.0,75541.0,0.4659142072963888,32289,68408,80669,56802,43352,96802,74563,both
Tennessee,TN,Sumner County,207994.0,97761.0,0.4700183659144014,47408,76706,108835,86005,54299,124465,103326,both
Tennessee,TN,Tipton County,62015.0,26733.0,0.4310731274691607,8175,22544,87322,71736,16739,99297,84489,both
Tennessee,TN,Trousdale County,12271.0,4251.0,0.34642653410479995,906,3658,75095,63190,2559,89080,82866,both
Tennessee,TN,Unicoi County,17756.0,8541.0,0.48102050011263797,2698,7803,65839,50381,4795,81769,63258,both
Tennessee,TN,Union County,20741.0,8669.0,0.4179644183019141,2193,7771,76005,61858,5952,82231,71211,both
Tennessee,TN,Van Buren County,6493.0,3265.0,0.5028492222393347,672,2462,69959,60281,1708,82823,69262,both
Tennessee,TN,Warren County,42638.0,17015.0,0.399057179042169,4400,16132,72310,54088,10562,85459,64962,both
Tennessee,TN,Washington County,138420.0,61234.0,0.4423782690362664,33961,56234,85716,61051,34462,108940,82020,both
Tennessee,TN,Wayne County,16066.0,6831.0,0.42518361757749285,1619,5734,76998,52824,3750,92772,68812,both
Tennessee,TN,Weakley County,33084.0,13394.0,0.4048482650223673,5008,13274,63928,49502,8473,78713,66024,both
Tennessee,TN,White County,28692.0,12931.0,0.45068311724522514,2987,11001,70030,52206,7315,76948,68157,both
Tennessee,TN,Williamson County,264460.0,144668.0,0.5470316872116766,108556,90716,177673,131202,70473,202566,153397,both
Tennessee,TN,Wilson County,163674.0,81254.0,0.4964380414726835,40647,56609,120719,94048,41893,129756,109979,both
Texas,TX,Anderson County,57736.0,19353.0,0.33519814327282804,6290,17142,77422,58846,12370,90096,71192,both
Texas,TX,Andrews County,18664.0,6059.0,0.3246356622374625,2323,6780,102475,76902,5069,109433,90072,both
Texas,TX,Angelina County,87319.0,34419.0,0.39417537992876694,10625,32183,75570,58847,22646,85994,70020,both
Texas,TX,Aransas County,25374.0,13028.0,0.5134389532592417,5528,11738,87292,61754,7027,101363,73212,both
Texas,TX,Archer County,9029.0,5132.0,0.5683907409458412,1548,3439,98442,71958,2393,120596,92292,both
Texas,TX,Armstrong County,1832.0,1109.0,0.605349344978166,286,754,83081,68462,587,92105,83938,both
Texas,TX,Atascosa County,51784.0,18442.0,0.35613316854626914,5028,16635,83533,69413,12299,94502,80391,both
Texas,TX,Austin County,31677.0,15379.0,0.4854942071534552,5164,12174,96058,75994,9033,108560,95354,both
Texas,TX,Bailey County,6672.0,1740.0,0.2607913669064748,707,2250,79645,70625,1702,93473,82917,both
Texas,TX,Bandera County,22637.0,13592.0,0.6004329195564784,4295,8943,91805,69703,5819,109712,89507,both
Texas,TX,Bastrop County,110778.0,39788.0,0.3591687880265035,16348,35164,98377,82730,24923,109188,94804,both
Texas,TX,Baylor County,3463.0,1670.0,0.4822408316488594,736,1548,61655,42313,1001,77931,61089,both
Texas,TX,Bee County,30850.0,8789.0,0.2848946515397083,2864,8581,71739,56075,5469,86889,74774,both
Texas,TX,Bell County,393193.0,130557.0,0.33204304247532385,66360,138557,87878,66051,93701,101166,79450,both
Texas,TX,Bexar County,2087679.0,757547.0,0.3628656512806806,438300,740402,95613,70571,483200,111277,84936,both
Texas,TX,Blanco County,13048.0,8518.0,0.6528203556100551,3268,5001,110438,87564,3434,127394,97647,both
Texas,TX,Borden County,572.0,387.0,0.6765734265734266,158,239,107695,64250,211,96045,63750,both
Texas,TX,Bosque County,18996.0,9571.0,0.5038429142977469,2856,7467,88401,69339,5381,102179,82047,both
Texas,TX,Bowie County,91687.0,36629.0,0.3995004744402151,14620,34801,81415,59295,22656,96815,72976,both
Texas,TX,Brazoria County,398938.0,161950.0,0.4059528046964691,83410,131184,120034,95155,97010,134894,109768,both
Texas,TX,Brazos County,244703.0,91847.0,0.37534071915750933,62254,88415,88284,58388,48499,117131,86562,both
Texas,TX,Brewster County,9513.0,4576.0,0.4810259644696731,3316,4929,72031,52612,2467,95454,69295,both
Texas,TX,Briscoe County,1445.0,744.0,0.514878892733564,190,555,69058,41188,295,99608,63125,both
Texas,TX,Brooks County,6848.0,2402.0,0.3507593457943925,754,2884,53032,31310,1736,65069,40523,both
Texas,TX,Brown County,38709.0,16853.0,0.4353767857604175,5461,14979,77845,55305,9607,93643,70993,both
Texas,TX,Burleson County,19475.0,9365.0,0.4808729139922978,3327,7749,95502,72888,5073,117107,87949,both
Texas,TX,Burnet County,53991.0,28147.0,0.5213276286788538,10965,19597,108845,77158,13646,126349,92976,both
Texas,TX,Caldwell County,49859.0,15686.0,0.3146071922822359,5458,15741,87208,68503,11048,99745,80398,both
Texas,TX,Calhoun County,19696.0,7832.0,0.39764419171405363,2507,8398,89985,71870,5905,103735,84763,both
Texas,TX,Callahan County,14374.0,6985.0,0.4859468484764157,2391,5237,81976,68455,3420,92541,75941,both
Texas,TX,Cameron County,426710.0,116122.0,0.2721332989618242,54554,135435,70034,51334,102847,76161,58672,both
Texas,TX,Camp County,13000.0,5242.0,0.4032307692307692,1689,4677,77431,55061,3211,91475,64505,both
Texas,TX,Carson County,5878.0,3172.0,0.5396393331064988,1078,2302,102684,84583,1480,125067,113929,both
Texas,TX,Cass County,28659.0,14140.0,0.4933877664956907,3638,11775,71132,54328,7814,86111,65857,both
Texas,TX,Castro County,7227.0,2021.0,0.27964577279645775,943,2427,81404,63485,1877,86751,64795,both
Texas,TX,Chambers County,53876.0,24971.0,0.46349023684015145,7596,16558,118778,108114,13107,127279,121384,both
Texas,TX,Cherokee County,52217.0,20502.0,0.39263075243694584,6557,18085,79137,59830,13582,88239,66120,both
Texas,TX,Childress County,6788.0,2272.0,0.33470830878020036,608,2174,79090,60333,1451,87009,78828,both
Texas,TX,Clay County,10738.0,5906.0,0.5500093127211771,1847,4227,88709,77355,3111,103842,93254,both
Texas,TX,Cochran County,2509.0,893.0,0.3559186927062575,177,949,60297,42137,631,72172,53828,both
Texas,TX,Coke County,3352.0,1814.0,0.5411694510739857,517,1489,65666,46431,863,86089,71208,both
Texas,TX,Coleman County,7842.0,4155.0,0.5298393267023719,1075,3230,75407,52364,1861,89245,64351,both
Texas,TX,Collin County,1195359.0,515167.0,0.430972619940955,422383,400182,150558,117588,292149,172589,140955,both
Texas,TX,Collingsworth County,2563.0,1201.0,0.4685914943425673,448,947,76830,60165,682,86019,64948,both
Texas,TX,Colorado County,21117.0,9994.0,0.4732679831415447,3532,7577,98115,68554,5065,119006,90342,both
Texas,TX,Comal County,193928.0,103465.0,0.5335227507116043,53777,67651,132390,99015,49016,151820,118240,both
Texas,TX,Comanche County,14050.0,6544.0,0.4657651245551601,1996,5395,79496,59946,3700,94073,82016,both
Texas,TX,Concho County,3297.0,1198.0,0.36336063087655446,344,849,71323,59632,524,82775,72391,both
Texas,TX,Cooke County,43782.0,20432.0,0.46667580284135035,6914,16252,99881,72472,11456,118621,91182,both
Texas,TX,Coryell County,84878.0,23911.0,0.2817102193736893,10315,26099,84950,68904,18564,96261,78730,both
Texas,TX,Cottle County,1294.0,657.0,0.5077279752704791,206,571,77808,58819,332,104687,77717,both
Texas,TX,Crane County,4574.0,1387.0,0.30323567993003936,438,1665,80750,59915,1110,93588,75192,both
Texas,TX,Crockett County,2858.0,1417.0,0.49580125962211335,243,1176,97081,81739,918,98195,107576,both
Texas,TX,Crosby County,4917.0,1880.0,0.3823469595281676,498,1974,79476,52197,1441,95263,68068,both
Texas,TX,Culberson County,2196.0,781.0,0.35564663023679416,262,702,53258,42672,398,60141,61029,both
Texas,TX,Dallam County,7237.0,1447.0,0.19994472847865138,699,2373,82731,72332,1681,92680,82306,both
Texas,TX,Dallas County,2606358.0,848948.0,0.32572194610256916,626091,971690,109165,74149,609578,125311,85452,both
Texas,TX,Dawson County,12004.0,3511.0,0.292485838053982,1234,4154,73403,55789,2704,86040,67958,both
Texas,TX,DeWitt County,19929.0,7824.0,0.3925937076622008,2230,6683,86159,64014,4479,96518,71219,both
Texas,TX,Deaf Smith County,18347.0,4286.0,0.2336076742791737,1300,5973,71959,54114,4421,78109,56354,both
Texas,TX,Delta County,5520.0,2658.0,0.4815217391304348,769,2095,79499,62855,1482,97878,84856,both
Texas,TX,Denton County,1007703.0,448729.0,0.4452988628593941,321615,346809,141539,108185,246421,165218,132005,both
Texas,TX,Dickens County,1711.0,993.0,0.5803623611922852,228,684,74248,50417,459,94170,68194,both
Texas,TX,Dimmit County,8257.0,3427.0,0.415041782729805,593,3010,56336,33409,2176,63503,35246,both
Texas,TX,Donley County,3214.0,1712.0,0.5326695706285003,374,1203,69217,56648,788,84426,78091,both
Texas,TX,Duval County,9604.0,4461.0,0.464493960849646,456,2992,60248,50081,1798,71627,63165,both
Texas,TX,Eastland County,18037.0,8363.0,0.46365803625880136,2808,7168,76423,51741,4791,93353,68329,both
Texas,TX,Ector County,164494.0,42615.0,0.2590672000194536,17156,62422,92177,71031,41847,103314,83095,both
Texas,TX,Edwards County,1393.0,1005.0,0.7214644651830582,239,474,51921,38500,236,67367,49464,both
Texas,TX,El Paso County,869880.0,251371.0,0.2889720421207523,145843,296341,77793,58859,212695,86238,65744,both
Texas,TX,Ellis County,222829.0,99485.0,0.44646343160001617,39117,68852,113936,95898,54295,124945,106294,both
Texas,TX,Erath County,44195.0,18350.0,0.4152053399705849,9159,16379,86705,65351,10610,105515,85301,both
Texas,TX,Falls County,17286.0,6276.0,0.3630683790350573,1861,6009,73085,55372,3709,90441,70846,both
Texas,TX,Fannin County,37571.0,16385.0,0.43610763620877807,5344,12793,94746,68377,8928,112109,83681,both
Texas,TX,Fayette County,25474.0,13327.0,0.5231608699065714,5068,9855,102640,76541,6687,125254,94478,both
Texas,TX,Fisher County,3612.0,1829.0,0.5063676633444075,497,1590,80053,64700,1127,90269,75809,both
Texas,TX,Floyd County,5090.0,2089.0,0.41041257367387035,617,1939,83028,55461,1349,96970,61726,both
Texas,TX,Foard County,1079.0,545.0,0.505097312326228,98,421,67922,42212,249,87089,50417,both
Texas,TX,Fort Bend County,916778.0,362259.0,0.3951436443719199,285776,281259,142109,113409,230053,154725,127048,both
Texas,TX,Franklin County,10735.0,5310.0,0.49464368886818816,2221,3942,100219,66800,2708,113891,76203,both
Texas,TX,Freestone County,20441.0,9045.0,0.4424930287167947,2279,6867,79090,58460,4624,95560,81037,both
Texas,TX,Frio County,17987.0,4933.0,0.27425362761994776,1331,5144,69774,60098,3671,77132,64438,both
Texas,TX,Gaines County,22523.0,6416.0,0.28486436087554945,953,7057,93729,76605,5410,106476,92458,both
Texas,TX,Galveston County,361744.0,158933.0,0.4393521385289044,85434,138666,112903,85348,94398,134524,107271,both
Texas,TX,Garza County,4517.0,1599.0,0.35399601505423955,459,1433,68426,50545,955,81823,71250,both
Texas,TX,Gillespie County,27733.0,16482.0,0.5943100277647568,7325,11272,101721,67799,7372,127835,93583,both
Texas,TX,Glasscock County,1141.0,663.0,0.5810692375109553,311,441,129098,106806,350,153147,139205,both
Texas,TX,Goliad County,7144.0,3984.0,0.5576707726763718,1010,2800,97209,59556,1837,127563,88814,both
Texas,TX,Gonzales County,19930.0,7755.0,0.38911189162067233,1716,7656,80607,59355,4996,90981,71391,both
Texas,TX,Gray County,20916.0,7580.0,0.362401988908013,2297,7926,80830,56082,5426,96030,67128,both
Texas,TX,Grayson County,146907.0,65888.0,0.4485014328793046,23076,53325,94814,70455,36359,108981,85605,both
Texas,TX,Gregg County,126243.0,46699.0,0.36991357936677677,18696,47330,88513,64809,31618,100568,77425,both
Texas,TX,Grimes County,32384.0,14043.0,0.43364006916996045,4205,10289,93263,67080,7294,108954,81727,both
Texas,TX,Guadalupe County,188454.0,85097.0,0.451553164167383,38402,62953,110416,93776,47313,122755,106352,both
Texas,TX,Hale County,31761.0,9278.0,0.29211926576619124,3394,11034,67864,52788,7802,76641,62107,both
Texas,TX,Hall County,2818.0,1149.0,0.407735982966643,366,1158,62557,46728,796,73618,54000,both
Texas,TX,Hamilton County,8619.0,4464.0,0.5179255134006265,1446,3134,88821,55339,1820,104817,77388,both
Texas,TX,Hansford County,5071.0,1999.0,0.39420232695720764,1018,1827,92246,68299,1296,113090,94765,both
Texas,TX,Hardeman County,3490.0,1405.0,0.40257879656160456,374,1298,72735,61179,770,83728,69444,both
Texas,TX,Hardin County,58261.0,28157.0,0.48329070905065136,8313,21750,94057,72532,16063,108755,93519,both
Texas,TX,Harris County,4835125.0,1556310.0,0.32187585636358934,1087181,1728103,108784,73104,1151535,124619,86227,both
Texas,TX,Harrison County,70895.0,30226.0,0.42634882572818955,10781,25599,83262,66040,18197,95191,80735,both
Texas,TX,Hartley County,5145.0,2016.0,0.39183673469387753,948,1635,101180,82122,1184,114689,91146,both
Texas,TX,Haskell County,5385.0,2246.0,0.4170844939647168,896,2108,91500,54044,1373,88980,71182,both
Texas,TX,Hays County,280486.0,125688.0,0.44810792695535606,71237,94499,112348,85827,61586,136285,106301,both
Texas,TX,Hemphill County,3189.0,1612.0,0.5054876136719975,564,1368,111954,72052,902,111601,113816,both
Texas,TX,Henderson County,86158.0,38528.0,0.44717843961094733,12501,32597,85410,63955,22416,101049,79355,both
Texas,TX,Hidalgo County,898471.0,217194.0,0.24173735156727374,109192,264128,71722,52281,206551,78016,57989,both
Texas,TX,Hill County,38101.0,16703.0,0.4383874438991103,4771,13457,80154,63147,8953,96172,78513,both
Texas,TX,Hockley County,21460.0,7987.0,0.3721808014911463,2567,8058,77012,54810,5834,88707,67500,both
Texas,TX,Hood County,67774.0,36538.0,0.5391152949508661,15614,24988,112569,86802,18395,132048,102329,both
Texas,TX,Hopkins County,38172.0,16773.0,0.439405847217856,5321,13878,86649,64725,9852,101216,78992,both
Texas,TX,Houston County,22066.0,9362.0,0.42427263663554793,2672,7795,75378,54563,5146,89369,73477,both
Texas,TX,Howard County,30554.0,9640.0,0.31550697126399163,3582,11927,91958,71457,7539,106853,86214,both
Texas,TX,Hudspeth County,3451.0,1038.0,0.30078238191828455,271,847,57117,39336,594,71955,55952,both
Texas,TX,Hunt County,113347.0,46703.0,0.4120356074708638,16230,37549,88486,70112,26651,101054,79310,both
Texas,TX,Hutchinson County,20033.0,8241.0,0.411371237458194,2342,6944,84741,65470,4485,104126,89844,both
Texas,TX,Irion County,1549.0,868.0,0.5603615235635894,236,606,78001,58125,396,97162,78125,both
Texas,TX,Jack County,8875.0,4201.0,0.4733521126760563,959,2915,87701,65693,2118,103287,75000,both
Texas,TX,Jackson County,15221.0,6329.0,0.41580710859996056,1658,5424,84901,61752,4113,96213,74570,both
Texas,TX,Jasper County,32694.0,15839.0,0.48446198079158254,2937,13667,74872,49919,9126,88706,64386,both
Texas,TX,Jeff Davis County,1856.0,1169.0,0.6298491379310345,427,847,73186,32625,490,91348,75375,both
Texas,TX,Jefferson County,251496.0,86272.0,0.3430352769030124,34405,93646,84558,59934,60704,97740,75087,both
Texas,TX,Jim Hogg County,4720.0,1585.0,0.3358050847457627,468,1221,60903,42230,854,67698,47072,both
Texas,TX,Jim Wells County,38662.0,13268.0,0.3431793492318038,3822,13298,70198,47492,10001,79694,60878,both
Texas,TX,Johnson County,202906.0,80691.0,0.3976767567247888,30467,63477,99310,81826,48806,109535,91560,both
Texas,TX,Jones County,20381.0,6946.0,0.3408076149354791,1688,6028,77333,63472,4346,89899,70951,both
Texas,TX,Karnes County,15018.0,5075.0,0.3379278199493941,1810,4643,88349,59103,3050,102554,71879,both
Texas,TX,Kaufman County,185690.0,69366.0,0.3735580806720879,27253,49703,104547,88606,38307,113704,98823,both
Texas,TX,Kendall County,50537.0,29295.0,0.5796742980390605,16418,17249,155655,110498,13389,176877,133906,both
Texas,TX,Kenedy County,343.0,158.0,0.4606413994169096,5,17,74447,-,16,77731,-,both
Texas,TX,Kent County,734.0,445.0,0.6062670299727521,165,274,86324,71420,188,105868,95167,both
Texas,TX,Kerr County,53915.0,28156.0,0.5222294352221089,12456,22267,94608,67927,14592,110405,84820,both
Texas,TX,Kimble County,4442.0,2402.0,0.5407474110760918,871,1858,86848,65703,1089,94353,92454,both
Texas,TX,King County,217.0,135.0,0.6221198156682027,56,90,73751,70192,83,70811,59250,both
Texas,TX,Kinney County,3148.0,1419.0,0.45076238881829733,498,1180,71116,66341,625,73463,72236,both
Texas,TX,Kleberg County,30069.0,10010.0,0.3329009943795936,4791,11794,71503,57612,7344,82211,69837,both
Texas,TX,Knox County,3302.0,1376.0,0.4167171411265899,377,1256,71418,56304,943,79785,62604,both
Texas,TX,La Salle County,6537.0,2360.0,0.36102187547804804,364,1683,63560,55469,1252,59813,57598,both
Texas,TX,Lamar County,51127.0,21236.0,0.41535783441234575,7516,20056,78269,61122,13594,94779,75060,both
Texas,TX,Lamb County,12711.0,4151.0,0.3265675399260483,1161,4644,71174,56997,3181,84304,71478,both
Texas,TX,Lampasas County,23262.0,11296.0,0.4855988307110309,3405,8147,94987,76919,5872,109819,94722,both
Texas,TX,Lavaca County,20571.0,10486.0,0.5097467308346701,3162,8370,85705,61768,5679,104633,86724,both
Texas,TX,Lee County,18240.0,8413.0,0.4612390350877193,2460,6720,79410,66000,4955,89210,75625,both
Texas,TX,Leon County,16538.0,9060.0,0.5478292417462813,1947,6546,78251,59975,4466,89300,75328,both
Texas,TX,Liberty County,108272.0,31316.0,0.28923452046697207,7131,30009,84108,64773,21906,93706,74812,both
Texas,TX,Limestone County,22250.0,9069.0,0.4075955056179775,3022,8318,72269,58109,5669,85238,66689,both
Texas,TX,Lipscomb County,2906.0,1259.0,0.4332415691672402,485,1101,91227,71442,794,102916,85000,both
Texas,TX,Live Oak County,11584.0,5092.0,0.4395718232044199,1152,4210,76267,53869,2709,90026,71066,both
Texas,TX,Llano County,22875.0,13622.0,0.5954972677595628,5877,10218,112454,65636,6843,137053,81256,both
Texas,TX,Loving County,43.0,97.0,2.255813953488372,0,36,122464,51087,11,83455,-,both
Texas,TX,Lubbock County,320940.0,124972.0,0.38939365613510313,68927,124045,88862,63367,74186,109041,82282,both
Texas,TX,Lynn County,5761.0,2567.0,0.44558236417288666,958,2066,86918,57411,1496,97092,75469,both
Texas,TX,Madison County,13742.0,5489.0,0.39943239703099986,1371,4140,81177,67128,2852,94618,77742,both
Texas,TX,Marion County,9571.0,4714.0,0.49252951624699615,1147,4201,64983,47447,2492,79854,60500,both
Texas,TX,Martin County,5216.0,2083.0,0.39934815950920244,577,2033,116270,77083,1646,129426,92696,both
Texas,TX,Mason County,3931.0,2526.0,0.642584584075299,1139,1550,86998,68750,1075,105555,84847,both
Texas,TX,Matagorda County,36359.0,13308.0,0.3660166671250584,5683,14824,73895,55174,10035,85935,70918,both
Texas,TX,Maverick County,57762.0,15743.0,0.27254942695890033,5355,18320,66676,51270,14164,74321,61359,both
Texas,TX,McCulloch County,7452.0,3513.0,0.4714170692431562,1054,3072,70413,51919,1908,87042,75333,both
Texas,TX,McLennan County,268583.0,99490.0,0.370425529538355,49068,95966,88079,63888,63125,106701,83268,both
Texas,TX,McMullen County,568.0,487.0,0.8573943661971831,53,168,71042,45833,124,85710,57188,both
Texas,TX,Medina County,54797.0,24598.0,0.44889318758326185,8308,17479,93117,73462,13034,107006,89969,both
Texas,TX,Menard County,1958.0,1039.0,0.5306435137895812,333,833,70099,48191,464,101810,77344,both
Texas,TX,Midland County,177108.0,58800.0,0.33200081306321566,34526,67057,126452,93984,44070,148207,114731,both
Texas,TX,Milam County,25951.0,11093.0,0.4274594427960387,3556,10049,83189,59076,6729,99907,76446,both
Texas,TX,Mills County,4548.0,2741.0,0.6026824978012313,980,1845,84978,64494,1317,101851,78125,both
Texas,TX,Mitchell County,9075.0,2513.0,0.2769146005509642,884,2561,85561,56033,1586,114325,96949,both
Texas,TX,Montague County,21598.0,11097.0,0.5137975738494305,2735,8142,77671,62818,5379,94766,79182,both
Texas,TX,Montgomery County,711354.0,307134.0,0.43175971457249135,168212,235474,133981,97266,175570,151263,114809,both
Texas,TX,Moore County,21190.0,5359.0,0.25290231241151484,1715,7275,79523,61325,5213,85970,66430,both
